model,depth,sentence,avg_surprisal,max_surprisal
GPT-2,4,"The player during the morning that The singer from the village that The engineer during the morning that The dog in the library that The player during the morning praised watched followed liked, is dancing silently.",7.8965067863464355,22.651166915893555
GPT-2,4,The scientist near the school that The cat from the village that The actor near the school that The farmer in the library that The girl by the river visited met helped liked is writing proudly.,8.307714462280273,20.304895401000977
GPT-2,0,"The child with great enthusiasm, is smiling proudly.",7.633544921875,11.7073392868042
GPT-2,4,"The actor during the morning that The engineer with great enthusiasm that The singer near the school that The artist in the library that The actor in the library ignored liked helped encouraged, is studying.",8.417597770690918,24.13373565673828
GPT-2,5,The lawyer with red shoes that The writer from the city that The actor during the morning that The manager in the library that The dog by the river that The doctor with red shoes scolded called saw liked called is smiling calmly.,7.848443984985352,14.799552917480469
GPT-2,3,"The singer during the morning that The cat near the school that The child that The actor during the morning recognized supported ignored, is smiling.",8.999898910522461,20.62418556213379
GPT-2,2,"The lawyer that The dog near the school that The actor liked praised, is reading.",10.109846115112305,16.851709365844727
GPT-2,2,The player during the morning that The scientist near the school that The player in the garden blamed called is sleeping angrily.,8.899548530578613,16.764917373657227
GPT-2,1,"The dog from the city that The doctor from the village visited, is writing eagerly.",8.25564193725586,15.809441566467285
GPT-2,2,The cat during the morning that The professor with great enthusiasm that The player in the garden admired recognized is dancing angrily.,9.821806907653809,17.3848876953125
GPT-2,3,"The player during the morning that The artist in the garden that The doctor near the school that The player during the morning praised scolded questioned, is sleeping.",8.077810287475586,28.225032806396484
GPT-2,5,The dog in the garden that The lawyer near the school that The actor with great enthusiasm that The cat from the city that The cat with red shoes that The student with great enthusiasm scolded blamed liked questioned blamed is reading.,7.748133659362793,18.309032440185547
GPT-2,5,"The actor near the school that The professor that The writer in the library that The child from the village that The student in the library that The nurse with great enthusiasm liked supported scolded scolded questioned, is dancing happily.",7.706242561340332,17.21917724609375
GPT-2,3,The actor during the morning that The dog near the school that The doctor during the morning that The child with great enthusiasm ignored scolded encouraged is dancing carefully.,8.850812911987305,17.866071701049805
GPT-2,4,"The actor during the morning that The manager in the library that The player in the garden that The nurse during the morning that The artist from the city scolded blamed scolded ignored, is barking.",7.823221206665039,20.062101364135742
GPT-2,0,"The doctor with red shoes, is studying silently.",9.188616752624512,15.145134925842285
GPT-2,2,The manager from the city that The writer from the village that The scientist in the library watched watched is studying.,8.169100761413574,14.059289932250977
GPT-2,4,The cat with red shoes that The actor near the school that The artist near the school that The student that The professor in the library met encouraged followed scolded is laughing happily.,8.027637481689453,18.819580078125
GPT-2,1,"The engineer by the river that The lawyer with red shoes saw, is singing silently.",9.467517852783203,16.548219680786133
GPT-2,1,The artist from the city that The boy called is reading calmly.,9.986289024353027,19.225948333740234
GPT-2,0,"The doctor near the school, is shouting proudly.",8.936710357666016,14.83857536315918
GPT-2,0,The engineer is singing proudly.,10.718545913696289,15.38856029510498
GPT-2,0,"The scientist near the school, is working proudly.",9.12348747253418,16.018817901611328
GPT-2,5,The student from the city that The scientist with great enthusiasm that The dog by the river that The actor during the morning that The manager that The professor with great enthusiasm called followed met met praised is studying eagerly.,8.163122177124023,19.48725700378418
GPT-2,0,The teacher from the city is singing.,7.972363471984863,14.008142471313477
GPT-2,0,The writer is walking.,9.298562049865723,16.61201286315918
GPT-2,1,"The singer by the river that The boy near the school followed, is singing angrily.",9.451253890991211,14.989906311035156
GPT-2,4,"The artist in the library that The actor in the library that The player with red shoes that The writer with red shoes that The student by the river liked saw scolded helped, is resting angrily.",7.443151473999023,18.37638282775879
GPT-2,1,The cat from the village that The cat from the city admired is shouting eagerly.,8.994866371154785,20.629009246826172
GPT-2,2,The singer with red shoes that The boy by the river that The dog from the village followed met runs fast carefully.,9.493759155273438,20.17717742919922
GPT-2,3,The player in the library that The writer with red shoes that The child during the morning that The lawyer with great enthusiasm ignored chased saw runs fast sadly.,9.37730884552002,19.54755973815918
GPT-2,2,"The cat in the library that The engineer during the morning that The manager ignored watched, is working silently.",8.955413818359375,19.882369995117188
GPT-2,0,The professor is shouting slowly.,10.577966690063477,15.902544975280762
GPT-2,4,"The manager from the village that The dog in the garden that The teacher from the city that The dog in the library that The scientist from the city blamed chased called questioned, is sleeping slowly.",7.0388288497924805,19.70680046081543
GPT-2,2,"The actor in the library that The farmer with red shoes that The boy in the garden blamed questioned, is smiling eagerly.",9.225144386291504,21.73642921447754
GPT-2,5,The artist with great enthusiasm that The child in the garden that The nurse near the school that The farmer with great enthusiasm that The player from the city that The engineer from the village questioned chased met liked met is reading.,7.591780185699463,20.65654182434082
GPT-2,2,"The actor during the morning that The scientist in the garden that The nurse in the library met watched, jumps high silently.",9.173439979553223,22.43181800842285
GPT-2,1,"The professor during the morning that The lawyer near the school blamed, is studying.",9.533734321594238,16.564468383789062
GPT-2,4,The teacher near the school that The child from the village that The dog in the garden that The scientist near the school that The child in the library questioned ignored praised recognized is shouting.,7.532094955444336,17.53276824951172
GPT-2,5,The player by the river that The professor from the city that The girl near the school that The scientist from the city that The professor that The boy with red shoes saw watched ignored scolded visited is singing.,7.141485691070557,18.186830520629883
GPT-2,1,The child during the morning that The girl from the village recognized is shouting.,8.640069961547852,15.082721710205078
GPT-2,1,The child from the city that The teacher from the village questioned is reading.,7.941244602203369,15.456635475158691
GPT-2,1,"The lawyer during the morning that The actor in the garden recognized, is dancing.",9.600431442260742,15.706581115722656
GPT-2,1,The actor near the school that The cat during the morning saw runs fast angrily.,10.690393447875977,17.93471336364746
GPT-2,4,"The player in the library that The farmer near the school that The singer from the city that The girl with great enthusiasm that The child with great enthusiasm scolded recognized visited scolded, is writing calmly.",7.610954284667969,18.169780731201172
GPT-2,0,"The singer near the school, is walking.",9.74403190612793,17.022064208984375
GPT-2,1,"The engineer in the library that The student in the library called, is laughing.",7.819611072540283,15.38856029510498
GPT-2,2,The farmer from the city that The artist from the city that The manager near the school scolded blamed runs fast carefully.,8.607551574707031,19.00769805908203
GPT-2,4,The writer with great enthusiasm that The artist with great enthusiasm that The nurse from the city that The writer from the village that The lawyer with red shoes visited watched helped encouraged is reading quickly.,8.32709789276123,17.50360679626465
GPT-2,2,"The manager from the village that The writer during the morning that The farmer during the morning ignored admired, is resting.",8.910904884338379,22.39480209350586
GPT-2,2,"The dog by the river that The engineer during the morning that The nurse near the school chased watched, is shouting slowly.",8.992044448852539,18.72402000427246
GPT-2,5,"The lawyer from the city that The cat with great enthusiasm that The nurse during the morning that The writer in the garden that The cat that The farmer in the library encouraged liked ignored met helped, is sleeping calmly.",8.618921279907227,17.794612884521484
GPT-2,1,The dog during the morning that The artist from the city ignored is sleeping.,9.056209564208984,14.859427452087402
GPT-2,0,The manager from the village is laughing sadly.,7.88607931137085,13.095511436462402
GPT-2,4,The boy by the river that The singer near the school that The player by the river that The doctor in the garden that The scientist with red shoes blamed ignored questioned followed is sleeping.,7.927967071533203,17.812297821044922
GPT-2,1,The student in the garden that The actor in the garden chased jumps high quickly.,8.70772933959961,14.764679908752441
GPT-2,4,The boy that The actor in the library that The professor with great enthusiasm that The lawyer from the village that The doctor with great enthusiasm visited supported encouraged saw is resting slowly.,8.394402503967285,16.392240524291992
GPT-2,2,"The student from the city that The writer near the school that The doctor in the garden saw saw, is barking angrily.",8.194755554199219,17.302169799804688
GPT-2,4,"The artist with great enthusiasm that The teacher from the village that The girl from the city that The boy by the river that The boy in the library recognized ignored scolded praised, is shouting carefully.",7.3881940841674805,20.751039505004883
GPT-2,2,The professor in the garden that The farmer during the morning that The player with great enthusiasm liked watched is laughing.,9.314149856567383,16.953014373779297
GPT-2,1,The girl with great enthusiasm that The singer from the city supported is studying.,9.115972518920898,13.680632591247559
GPT-2,0,The scientist runs fast.,10.392509460449219,14.85940933227539
GPT-2,0,The teacher with great enthusiasm is barking eagerly.,9.283441543579102,14.603754997253418
GPT-2,0,"The child, runs fast silently.",10.148207664489746,17.491533279418945
GPT-2,0,The boy with red shoes is sleeping.,7.828861713409424,12.784358024597168
GPT-2,1,"The cat in the garden that The farmer by the river ignored, is reading happily.",8.408073425292969,14.865598678588867
GPT-2,5,The farmer from the city that The dog with great enthusiasm that The singer from the village that The dog in the garden that The nurse from the village that The dog near the school admired saw recognized blamed followed is laughing proudly.,7.2799072265625,21.48077964782715
GPT-2,3,"The artist from the city that The artist near the school that The cat in the garden that The girl with great enthusiasm recognized ignored praised, is barking proudly.",8.469968795776367,16.791507720947266
GPT-2,2,The manager with great enthusiasm that The singer in the garden that The dog from the city called met is resting.,8.854544639587402,16.920658111572266
GPT-2,2,"The teacher from the city that The lawyer in the garden that The teacher in the garden scolded supported, is smiling angrily.",7.613913059234619,17.46607780456543
GPT-2,1,"The engineer with great enthusiasm that The girl from the city called, is laughing.",8.38768196105957,16.768037796020508
GPT-2,0,The singer near the school is laughing.,9.440210342407227,17.022064208984375
GPT-2,4,The singer with red shoes that The artist in the library that The player with red shoes that The singer in the garden that The boy during the morning saw admired met liked is studying.,7.645805835723877,20.986106872558594
GPT-2,1,The dog with red shoes that The engineer during the morning called is writing proudly.,10.141064643859863,18.42876625061035
GPT-2,5,The girl near the school that The boy with great enthusiasm that The doctor from the city that The farmer that The boy by the river that The boy during the morning helped scolded ignored supported liked is shouting sadly.,8.046523094177246,16.035507202148438
GPT-2,1,The professor in the garden that The player with great enthusiasm questioned jumps high.,10.67741584777832,18.8206844329834
GPT-2,2,The dog in the garden that The child from the city that The scientist from the village encouraged called is working happily.,7.7305755615234375,18.77069664001465
GPT-2,4,The artist in the library that The professor with great enthusiasm that The cat by the river that The boy in the garden that The lawyer with great enthusiasm helped scolded praised visited is reading.,7.672194480895996,17.3668155670166
GPT-2,2,"The scientist from the city that The child from the village that The scientist from the village scolded scolded, is barking.",7.544576168060303,18.80701446533203
GPT-2,2,The girl during the morning that The dog from the city that The teacher from the city praised called is laughing sadly.,7.987959384918213,15.977713584899902
GPT-2,0,The dog in the garden is writing angrily.,8.001702308654785,14.10714340209961
GPT-2,2,"The farmer by the river that The writer that The dog in the library praised chased, is dancing.",9.30502700805664,16.715003967285156
GPT-2,3,The boy by the river that The actor near the school that The actor that The student recognized chased supported is dancing.,9.137869834899902,18.698213577270508
GPT-2,1,"The engineer in the garden that The lawyer by the river met, is shouting.",8.699444770812988,15.474388122558594
GPT-2,0,"The scientist, is working carefully.",9.196627616882324,14.85940933227539
GPT-2,1,"The actor in the library that The artist with red shoes liked, is resting.",9.348904609680176,16.606338500976562
GPT-2,0,"The girl during the morning, jumps high sadly.",9.503043174743652,20.996192932128906
GPT-2,5,The player in the garden that The professor with red shoes that The doctor with red shoes that The scientist with red shoes that The manager that The cat with great enthusiasm encouraged questioned helped encouraged helped is working carefully.,7.284958839416504,18.904489517211914
GPT-2,1,The manager with red shoes that The doctor praised is sleeping.,10.539902687072754,14.669632911682129
GPT-2,5,The student in the garden that The professor from the city that The artist from the village that The student from the village that The actor from the city that The lawyer from the village blamed called questioned called visited is writing.,6.0200371742248535,21.0587215423584
GPT-2,3,"The professor in the garden that The artist in the garden that The girl that The boy in the library ignored scolded met, is sleeping quickly.",7.380085468292236,17.578187942504883
GPT-2,5,The professor with red shoes that The dog from the village that The professor with red shoes that The dog in the garden that The teacher during the morning that The doctor saw saw watched called ignored is sleeping slowly.,7.137411594390869,16.683795928955078
GPT-2,0,"The singer with red shoes, is sleeping eagerly.",9.497490882873535,18.480899810791016
GPT-2,5,The teacher during the morning that The scientist from the city that The professor with red shoes that The manager with red shoes that The farmer in the library that The professor with great enthusiasm followed helped saw ignored saw is walking slowly.,7.961654186248779,19.29566192626953
GPT-2,2,The child near the school that The farmer during the morning that The cat in the library chased supported is reading.,9.045656204223633,17.629261016845703
GPT-2,0,The engineer with great enthusiasm is studying.,8.877786636352539,15.38856029510498
GPT-2,2,The professor during the morning that The scientist by the river that The professor during the morning helped blamed is shouting eagerly.,9.362441062927246,24.036455154418945
GPT-2,1,"The farmer from the village that The writer from the village helped, is barking.",8.080042839050293,17.00124168395996
GPT-2,1,The nurse during the morning that The professor during the morning blamed is shouting.,9.641688346862793,20.35729217529297
GPT-2,1,"The girl in the garden that The scientist with red shoes met, is walking silently.",8.142118453979492,15.516921043395996
GPT-2,0,The student in the garden is working sadly.,8.072188377380371,17.792354583740234
GPT-2,3,"The boy during the morning that The writer from the village that The lawyer in the library that The engineer with red shoes praised recognized scolded, is writing.",8.92138385772705,16.357177734375
GPT-2,2,The lawyer by the river that The teacher in the library that The doctor from the village admired chased is sleeping angrily.,9.221039772033691,18.60594940185547
GPT-2,3,"The farmer with great enthusiasm that The scientist that The actor during the morning that The player by the river encouraged liked recognized, is writing.",9.484711647033691,19.07036781311035
GPT-2,0,"The lawyer in the garden, is dancing.",8.522335052490234,15.968803405761719
GPT-2,4,The cat in the library that The boy in the garden that The artist that The writer in the library that The player in the library liked scolded ignored praised is working proudly.,7.006156921386719,18.95037841796875
GPT-2,0,The actor in the garden is studying carefully.,8.539030075073242,15.585887908935547
GPT-2,1,"The scientist near the school that The artist with great enthusiasm visited, jumps high silently.",9.871749877929688,17.64145278930664
GPT-2,2,"The artist with red shoes that The girl that The teacher from the village visited admired, is writing proudly.",8.768949508666992,15.795809745788574
GPT-2,1,The student with red shoes that The professor with great enthusiasm watched is resting.,9.54595947265625,15.130125045776367
GPT-2,5,"The writer that The child near the school that The manager near the school that The lawyer in the garden that The dog with red shoes that The teacher from the village liked recognized chased admired ignored, jumps high.",8.22100830078125,21.87285041809082
GPT-2,0,The professor with red shoes is smiling calmly.,9.294782638549805,14.29001235961914
GPT-2,3,The artist by the river that The actor during the morning that The boy with red shoes that The girl in the library praised called praised runs fast.,8.695487976074219,18.00876235961914
GPT-2,1,"The artist by the river that The nurse with great enthusiasm supported, is laughing.",9.451826095581055,21.99274253845215
GPT-2,4,The engineer from the village that The cat that The artist from the city that The singer in the garden that The professor in the library chased supported followed questioned runs fast.,8.327227592468262,18.9519100189209
GPT-2,5,"The cat in the library that The writer with red shoes that The writer by the river that The artist with great enthusiasm that The scientist from the city that The player with red shoes recognized helped encouraged supported encouraged, is walking sadly.",7.685144424438477,16.589292526245117
GPT-2,1,"The manager in the garden that The student encouraged, is resting calmly.",9.86521053314209,15.778295516967773
GPT-2,1,"The boy with red shoes that The farmer with red shoes supported, is working.",8.432607650756836,15.536117553710938
GPT-2,5,The actor that The teacher with great enthusiasm that The engineer in the library that The singer with red shoes that The professor that The professor in the library watched scolded supported followed met is laughing.,8.37497329711914,21.028095245361328
GPT-2,2,"The manager with red shoes that The player from the city that The child with great enthusiasm followed followed, is dancing calmly.",8.998649597167969,14.028261184692383
GPT-2,2,"The writer during the morning that The teacher from the city that The manager with great enthusiasm followed supported, is smiling happily.",9.187392234802246,20.23165512084961
GPT-2,1,The lawyer during the morning that The student with great enthusiasm ignored is sleeping happily.,10.055397987365723,16.26352882385254
GPT-2,4,"The scientist near the school that The dog that The professor by the river that The manager in the library that The lawyer from the city encouraged blamed met called, is studying.",8.360238075256348,19.94186782836914
GPT-2,5,"The student in the library that The professor from the city that The artist with great enthusiasm that The writer in the library that The doctor from the city that The writer with red shoes met supported saw ignored called, is sleeping.",7.210887908935547,17.91615867614746
GPT-2,1,"The student from the village that The teacher in the library questioned, is reading quickly.",8.345495223999023,14.177057266235352
GPT-2,2,The artist from the city that The actor from the village that The cat with red shoes blamed chased runs fast proudly.,9.381765365600586,19.162317276000977
GPT-2,0,The student in the garden runs fast happily.,9.355114936828613,16.925758361816406
GPT-2,4,The professor by the river that The nurse with red shoes that The farmer with great enthusiasm that The doctor near the school that The scientist from the city saw blamed helped chased runs fast.,8.82933521270752,20.46336555480957
GPT-2,2,The scientist near the school that The professor during the morning that The manager with red shoes called ignored is laughing quickly.,9.549083709716797,16.260366439819336
GPT-2,0,The dog during the morning is shouting.,8.637481689453125,14.705526351928711
GPT-2,0,The player with great enthusiasm is dancing happily.,8.635923385620117,13.286823272705078
GPT-2,0,The farmer by the river is working.,7.027089595794678,15.575507164001465
GPT-2,1,"The lawyer in the library that The player during the morning met, is dancing.",9.361832618713379,18.335172653198242
GPT-2,4,"The actor in the library that The nurse that The actor near the school that The teacher in the garden that The cat from the village questioned followed recognized supported, is sleeping.",8.228614807128906,20.12347984313965
GPT-2,2,"The manager during the morning that The player with great enthusiasm that The professor from the village met visited, is singing calmly.",9.189126968383789,16.154682159423828
GPT-2,4,"The writer from the village that The manager by the river that The engineer in the library that The lawyer from the village that The professor near the school visited recognized chased encouraged, jumps high.",8.215855598449707,21.17849349975586
GPT-2,0,The student by the river runs fast silently.,9.402913093566895,14.534307479858398
GPT-2,1,The student in the library that The boy from the city called is barking carefully.,8.80404281616211,17.04608154296875
GPT-2,1,"The student from the city that The artist with great enthusiasm called, is reading carefully.",8.699271202087402,14.15543270111084
GPT-2,1,"The teacher from the city that The singer in the garden watched, is walking happily.",8.958869934082031,17.17192268371582
GPT-2,1,The singer from the village that The farmer in the library followed jumps high proudly.,10.642623901367188,21.00492286682129
GPT-2,3,The student with great enthusiasm that The doctor from the village that The artist in the garden that The dog from the city visited helped scolded is laughing sadly.,8.071751594543457,16.685497283935547
GPT-2,5,The boy with red shoes that The actor from the city that The cat that The nurse in the garden that The farmer that The girl with red shoes saw scolded liked chased praised is writing.,8.035147666931152,19.669750213623047
GPT-2,0,The nurse by the river is dancing.,8.404267311096191,15.59812068939209
GPT-2,1,"The dog during the morning that The player in the library met, is working.",8.856554985046387,15.602187156677246
GPT-2,3,The manager by the river that The dog from the village that The cat by the river that The professor with great enthusiasm supported followed met is sleeping.,8.228837013244629,16.18855094909668
GPT-2,4,"The professor in the library that The nurse from the village that The student with great enthusiasm that The player that The doctor with red shoes saw praised met blamed, is barking.",9.071151733398438,20.888612747192383
GPT-2,3,"The actor that The writer by the river that The child in the garden that The boy chased supported blamed, is studying happily.",9.76146125793457,18.84290885925293
GPT-2,0,"The singer from the city, is smiling.",8.249509811401367,14.898346900939941
GPT-2,3,"The farmer with great enthusiasm that The scientist from the village that The actor that The scientist with red shoes recognized chased saw, is singing.",9.039763450622559,18.085723876953125
GPT-2,4,"The teacher from the city that The girl with great enthusiasm that The manager during the morning that The manager by the river that The cat in the library met questioned supported admired, is laughing calmly.",8.43410587310791,18.076745986938477
GPT-2,1,"The singer with red shoes that The engineer by the river questioned, is sleeping angrily.",10.458327293395996,19.21255111694336
GPT-2,4,"The lawyer near the school that The child with red shoes that The doctor with great enthusiasm that The engineer with great enthusiasm that The artist during the morning questioned chased watched supported, jumps high.",8.784750938415527,18.357900619506836
GPT-2,1,The student in the garden that The teacher helped is studying.,8.494794845581055,12.204564094543457
GPT-2,1,"The professor in the library that The actor near the school called, is shouting carefully.",9.45219612121582,18.958608627319336
GPT-2,3,"The teacher by the river that The lawyer in the library that The student during the morning that The farmer during the morning met watched called, is sleeping angrily.",8.277551651000977,16.965173721313477
GPT-2,0,The farmer is walking quickly.,8.784721374511719,15.575507164001465
GPT-2,2,The lawyer in the library that The manager that The teacher during the morning chased admired is sleeping.,9.760241508483887,19.511510848999023
GPT-2,0,The manager from the city is studying silently.,9.08398723602295,20.997364044189453
GPT-2,5,The engineer with great enthusiasm that The artist during the morning that The engineer during the morning that The manager from the city that The boy that The writer from the city ignored praised recognized scolded admired jumps high.,7.722672462463379,19.02762222290039
GPT-2,2,"The scientist during the morning that The teacher with red shoes that The child in the garden watched recognized, is singing.",9.102889060974121,17.390539169311523
GPT-2,2,The nurse from the city that The girl from the village that The dog with red shoes watched blamed is reading calmly.,9.050263404846191,18.475034713745117
GPT-2,1,The boy in the library that The writer during the morning visited is shouting sadly.,9.197848320007324,15.8409423828125
GPT-2,2,"The artist from the city that The manager in the garden that The student in the garden blamed saw, is dancing proudly.",8.534454345703125,18.899234771728516
GPT-2,5,"The engineer from the city that The manager from the city that The boy from the village that The actor near the school that The player in the library that The farmer in the library encouraged admired blamed encouraged watched, is reading.",7.109411239624023,20.17015838623047
GPT-2,3,"The dog by the river that The professor during the morning that The dog with great enthusiasm that The professor with great enthusiasm liked saw encouraged, is walking happily.",7.701981544494629,19.01210594177246
GPT-2,2,The actor by the river that The cat from the village that The scientist during the morning supported watched is writing.,9.761226654052734,18.127147674560547
GPT-2,3,The girl near the school that The boy with great enthusiasm that The player from the city that The nurse during the morning chased ignored watched is writing.,8.975537300109863,15.226479530334473
GPT-2,2,The lawyer during the morning that The writer in the garden that The dog from the city encouraged blamed is barking carefully.,9.600563049316406,18.40467071533203
GPT-2,3,The professor from the city that The singer with great enthusiasm that The cat from the city that The teacher ignored saw visited is resting happily.,9.199341773986816,21.38019561767578
GPT-2,2,The writer from the city that The girl near the school that The dog with red shoes watched ignored is sleeping.,8.874226570129395,16.957809448242188
GPT-2,2,"The teacher in the garden that The engineer from the city that The student in the garden encouraged helped, jumps high.",8.250186920166016,19.205232620239258
GPT-2,3,The singer in the library that The professor with great enthusiasm that The scientist by the river that The professor with red shoes followed helped saw is working sadly.,9.252577781677246,17.81827163696289
GPT-2,1,The manager from the village that The lawyer by the river scolded is dancing carefully.,9.071036338806152,15.53013801574707
GPT-2,3,The singer from the village that The scientist with red shoes that The singer in the library that The student in the library called admired questioned is resting slowly.,8.642780303955078,21.186283111572266
GPT-2,3,"The scientist near the school that The boy in the garden that The cat with red shoes that The manager by the river met visited met, is shouting eagerly.",8.823847770690918,16.057659149169922
GPT-2,4,The dog near the school that The scientist with red shoes that The nurse from the city that The farmer from the village that The nurse near the school called scolded ignored visited is barking carefully.,7.786776065826416,18.542116165161133
GPT-2,3,"The manager from the city that The scientist from the city that The professor from the city that The scientist in the garden followed saw blamed, is walking.",7.038418769836426,20.963777542114258
GPT-2,1,The boy that The player with red shoes watched is sleeping.,9.366415977478027,14.13039493560791
GPT-2,0,"The doctor by the river, is sleeping angrily.",8.683086395263672,16.42411994934082
GPT-2,0,The singer by the river is studying.,9.500686645507812,14.898346900939941
GPT-2,5,The student with great enthusiasm that The child in the library that The dog with red shoes that The player in the library that The girl from the city that The singer in the garden questioned watched helped helped admired is walking silently.,7.786682605743408,21.312122344970703
GPT-2,2,"The student near the school that The engineer near the school that The professor near the school met ignored, is reading angrily.",7.995162487030029,20.135845184326172
GPT-2,5,"The farmer during the morning that The teacher with red shoes that The lawyer by the river that The writer during the morning that The artist in the garden that The girl with red shoes saw liked admired liked visited, is writing quickly.",7.177651882171631,16.822952270507812
GPT-2,5,The student with great enthusiasm that The writer from the city that The boy in the garden that The boy by the river that The manager from the village that The girl during the morning recognized called helped blamed helped is singing.,7.568657398223877,19.86420440673828
GPT-2,0,"The child, jumps high silently.",10.713165283203125,20.25760841369629
GPT-2,1,"The professor near the school that The engineer by the river praised, is laughing calmly.",9.567874908447266,21.561433792114258
GPT-2,5,"The doctor with red shoes that The farmer near the school that The writer that The teacher in the library that The cat with great enthusiasm that The professor by the river liked blamed followed helped met, is laughing quickly.",8.714543342590332,19.04718017578125
GPT-2,4,The manager from the village that The lawyer from the city that The boy during the morning that The doctor by the river that The artist during the morning helped saw supported recognized runs fast sadly.,7.988232135772705,19.947250366210938
GPT-2,0,"The dog with red shoes, is working eagerly.",8.644889831542969,13.645942687988281
GPT-2,4,The professor during the morning that The teacher during the morning that The player by the river that The player from the city that The lawyer by the river helped called encouraged called runs fast.,7.3450798988342285,18.614286422729492
GPT-2,2,The engineer by the river that The nurse from the village that The farmer met saw is laughing.,8.66465950012207,19.725215911865234
GPT-2,3,The player from the city that The child with great enthusiasm that The boy by the river that The actor from the city helped blamed questioned is walking.,8.35926628112793,23.374588012695312
GPT-2,4,The manager in the garden that The dog that The doctor with great enthusiasm that The singer near the school that The actor by the river liked saw ignored recognized runs fast proudly.,9.622390747070312,20.241193771362305
GPT-2,2,The cat from the city that The lawyer during the morning that The boy liked saw is walking angrily.,9.233318328857422,16.49948501586914
GPT-2,1,The player that The artist during the morning liked is singing.,9.755819320678711,16.05592155456543
GPT-2,1,"The student with red shoes that The boy in the library encouraged, is reading carefully.",8.645405769348145,14.799695014953613
GPT-2,4,"The player that The doctor with great enthusiasm that The child by the river that The engineer from the city that The cat by the river watched visited saw ignored, jumps high.",8.250791549682617,19.744749069213867
GPT-2,0,The dog with red shoes is writing.,9.114751815795898,14.983762741088867
GPT-2,0,The farmer from the village is smiling sadly.,6.828686714172363,15.575507164001465
GPT-2,1,The teacher in the library that The singer from the village visited is shouting.,9.087814331054688,16.791791915893555
GPT-2,0,The doctor in the garden is working.,7.3910651206970215,13.151206016540527
GPT-2,0,The teacher by the river is walking.,8.08727741241455,14.008142471313477
GPT-2,4,The lawyer in the garden that The girl near the school that The teacher from the village that The scientist from the city that The artist blamed saw called liked runs fast calmly.,8.192545890808105,18.46149253845215
GPT-2,2,The manager from the village that The nurse near the school that The boy from the village admired praised jumps high proudly.,8.895421981811523,18.26694679260254
GPT-2,0,"The cat in the garden, is singing sadly.",7.846560001373291,14.912742614746094
GPT-2,2,The dog by the river that The cat from the village that The child admired saw is studying.,8.15814208984375,18.631362915039062
GPT-2,3,The player from the village that The nurse during the morning that The lawyer with red shoes that The writer with great enthusiasm supported blamed supported runs fast.,9.456364631652832,18.645347595214844
GPT-2,0,"The boy by the river, is shouting.",7.449106216430664,12.784358024597168
GPT-2,4,The professor with red shoes that The artist with red shoes that The doctor near the school that The nurse with great enthusiasm that The dog from the village scolded questioned watched praised is smiling.,8.039833068847656,16.915925979614258
GPT-2,3,"The scientist that The student from the village that The scientist during the morning that The engineer from the village watched scolded admired, is studying silently.",8.158723831176758,16.747831344604492
GPT-2,0,The student near the school is walking happily.,7.946298599243164,14.712235450744629
GPT-2,2,"The scientist with red shoes that The doctor during the morning that The player near the school chased followed, is working.",9.228022575378418,14.85940933227539
GPT-2,4,"The boy during the morning that The professor with great enthusiasm that The boy near the school that The singer by the river that The girl scolded saw admired watched, is walking.",8.263267517089844,17.09406280517578
GPT-2,0,"The player with great enthusiasm, is writing silently.",8.831295013427734,15.88255500793457
GPT-2,0,"The manager from the city, is resting carefully.",8.634900093078613,15.823827743530273
GPT-2,1,The nurse from the village that The professor during the morning supported is shouting.,9.53406810760498,16.849214553833008
GPT-2,2,The lawyer in the garden that The doctor from the village that The engineer from the city praised scolded is walking.,8.081668853759766,18.103626251220703
GPT-2,2,"The artist from the city that The cat by the river that The actor with red shoes questioned admired, is writing silently.",9.482015609741211,19.139957427978516
GPT-2,0,The professor with red shoes is laughing quickly.,9.70761775970459,14.29001235961914
GPT-2,0,"The singer, runs fast.",10.912989616394043,19.242645263671875
GPT-2,0,"The professor from the city, runs fast angrily.",10.678560256958008,23.909212112426758
GPT-2,4,The nurse with red shoes that The child in the library that The doctor by the river that The nurse in the garden that The professor near the school recognized ignored followed met is resting proudly.,8.08679485321045,18.434616088867188
GPT-2,0,The teacher in the library is singing angrily.,8.253657341003418,15.459908485412598
GPT-2,4,The engineer from the village that The boy in the library that The manager in the library that The dog in the garden that The singer from the village watched called liked helped is resting.,7.289174556732178,18.258394241333008
GPT-2,0,"The scientist near the school, is shouting happily.",9.37546443939209,14.90353775024414
GPT-2,1,"The scientist in the garden that The farmer from the village questioned, runs fast.",8.716909408569336,15.403229713439941
GPT-2,1,The child during the morning that The doctor with great enthusiasm blamed is shouting.,9.671048164367676,14.984539985656738
GPT-2,2,The student in the garden that The player from the city that The boy chased scolded jumps high.,8.934758186340332,17.060827255249023
GPT-2,1,"The actor in the garden that The child near the school visited, is working.",8.93598747253418,16.2947998046875
GPT-2,3,The cat from the city that The cat during the morning that The writer with great enthusiasm that The lawyer from the city praised recognized scolded is smiling.,8.334933280944824,17.711042404174805
GPT-2,0,The singer with great enthusiasm is sleeping.,9.088431358337402,14.898346900939941
GPT-2,4,"The cat with great enthusiasm that The student during the morning that The teacher near the school that The doctor with red shoes that The manager from the village supported admired supported blamed, is singing.",8.581494331359863,17.558061599731445
