sentence,depth
The lawyer with great enthusiasm is working.,0
"The artist near the school that The boy that The lawyer during the morning that The cat from the village ignored helped helped, is shouting slowly.",3
"The engineer with great enthusiasm that The doctor from the village that The actor that The cat that The nurse near the school that The doctor in the garden followed admired recognized visited watched, is studying calmly.",5
"The child by the river that The singer in the library that The artist by the river supported watched, is working proudly.",2
The lawyer from the city is barking.,0
The engineer in the library is resting.,0
"The singer in the garden, runs fast.",0
The boy in the library that The manager from the village that The student questioned ignored is working.,2
"The child in the library, is smiling.",0
The doctor from the village is working.,0
"The scientist in the garden, is resting sadly.",0
The boy with great enthusiasm that The engineer in the garden that The nurse in the library that The professor from the village that The farmer with great enthusiasm watched scolded encouraged called is singing.,4
The dog near the school that The lawyer near the school supported is laughing quickly.,1
"The engineer by the river that The lawyer with red shoes that The writer during the morning that The dog near the school visited liked supported, jumps high sadly.",3
The actor with great enthusiasm that The singer that The boy near the school followed questioned is smiling.,2
The dog with great enthusiasm is working.,0
"The girl with red shoes, is laughing silently.",0
"The dog by the river that The writer by the river that The teacher in the garden that The cat by the river that The girl by the river liked followed admired watched, is dancing.",4
"The artist from the city that The nurse from the city that The doctor with great enthusiasm recognized called, is walking.",2
"The dog that The teacher during the morning that The engineer visited supported, is studying.",2
"The child near the school that The boy that The girl in the library that The scientist with great enthusiasm that The girl near the school supported met called watched, is working proudly.",4
The nurse from the village that The professor during the morning supported is shouting.,1
The player from the city that The teacher in the garden that The boy near the school praised visited is writing.,2
The engineer in the library is laughing calmly.,0
"The dog from the city that The player by the river that The farmer during the morning that The farmer from the city liked questioned met, is walking eagerly.",3
The girl during the morning is writing.,0
"The child that The scientist near the school that The girl by the river that The artist from the village scolded met ignored, is writing.",3
The farmer that The nurse near the school followed is walking.,1
"The child by the river, is walking calmly.",0
The engineer with red shoes jumps high.,0
"The child near the school that The scientist during the morning that The doctor from the village that The student by the river that The student near the school recognized helped encouraged blamed, is resting silently.",4
The professor during the morning that The doctor with red shoes that The boy that The cat during the morning praised questioned followed is reading.,3
The cat in the garden that The artist by the river that The cat by the river followed encouraged is laughing.,2
"The engineer with red shoes that The singer in the library admired, is studying quickly.",1
"The scientist in the garden that The farmer from the village questioned, runs fast.",1
"The boy from the city that The lawyer from the village that The cat with red shoes watched met, jumps high proudly.",2
"The actor during the morning that The boy by the river saw, is working.",1
The player by the river that The girl near the school that The lawyer with great enthusiasm that The teacher in the garden that The artist from the city liked scolded supported watched is writing angrily.,4
The child with great enthusiasm that The scientist from the city that The scientist chased encouraged is sleeping.,2
The scientist in the library that The teacher during the morning that The professor with red shoes that The cat near the school that The doctor during the morning that The professor near the school helped scolded ignored liked visited jumps high.,5
"The girl with red shoes, is dancing.",0
"The girl by the river that The child in the library that The dog from the village that The engineer by the river that The manager from the village met encouraged encouraged recognized, is working quickly.",4
"The dog in the garden that The manager near the school that The nurse during the morning that The engineer by the river that The farmer questioned saw blamed met, is walking.",4
The singer in the garden that The actor from the village that The farmer that The child that The artist near the school called called supported chased runs fast eagerly.,4
"The boy, is writing happily.",0
"The artist by the river that The child from the village that The farmer that The professor with great enthusiasm visited praised saw, is dancing.",3
"The girl that The dog from the village that The dog by the river chased chased, is laughing silently.",2
The farmer from the city that The singer in the garden helped runs fast quickly.,1
"The lawyer during the morning, is walking.",0
The professor from the village that The child with red shoes watched is walking.,1
The scientist in the library is shouting sadly.,0
"The cat from the city that The student by the river that The cat from the city saw helped, is shouting.",2
"The teacher that The singer with red shoes that The child during the morning encouraged chased, is working.",2
The teacher in the library is working angrily.,0
"The scientist during the morning that The professor in the library that The professor with great enthusiasm questioned met, is shouting.",2
The player from the city that The student near the school that The actor from the city that The boy near the school liked chased admired is barking.,3
The artist near the school that The professor with red shoes that The scientist with red shoes encouraged scolded is shouting calmly.,2
"The dog near the school that The artist near the school that The nurse with red shoes that The nurse during the morning that The child that The boy from the village followed supported blamed admired followed, is shouting.",5
"The writer in the garden, is reading calmly.",0
The doctor with red shoes is shouting.,0
"The lawyer in the library that The singer in the garden that The engineer with great enthusiasm recognized visited, is shouting slowly.",2
The cat is resting proudly.,0
"The lawyer in the library that The artist during the morning that The dog by the river that The teacher during the morning helped blamed met, is reading.",3
"The cat in the garden, is resting proudly.",0
The girl from the city that The nurse with great enthusiasm that The boy by the river that The boy in the library questioned supported ignored is writing.,3
The farmer from the city jumps high.,0
"The child in the garden, is working.",0
The singer near the school is working.,0
The player near the school that The player by the river helped is writing.,1
The player from the village is sleeping.,0
The dog that The nurse with great enthusiasm that The actor with red shoes encouraged supported is reading slowly.,2
"The scientist with red shoes that The engineer near the school that The artist near the school that The teacher in the library that The doctor in the garden helped liked blamed liked, runs fast.",4
"The doctor from the city that The actor in the garden that The lawyer with great enthusiasm ignored called, is studying.",2
The student that The writer in the library that The dog in the library called encouraged is working.,2
"The boy from the village that The student near the school that The lawyer in the garden that The singer from the village met saw supported, jumps high.",3
The artist from the village that The boy by the river that The cat from the city that The farmer with great enthusiasm that The teacher during the morning met scolded questioned visited is barking.,4
The professor with red shoes that The dog that The student with red shoes that The dog from the city met ignored recognized is reading eagerly.,3
"The engineer with great enthusiasm that The dog from the village that The singer near the school that The actor with red shoes that The child during the morning that The farmer met called recognized encouraged scolded, is sleeping carefully.",5
The scientist near the school that The player with great enthusiasm that The lawyer from the city that The girl in the garden that The teacher in the library that The farmer from the village supported liked blamed liked chased is writing sadly.,5
"The teacher with red shoes, is dancing eagerly.",0
The girl that The cat in the library recognized is laughing.,1
The professor near the school that The scientist by the river that The doctor with red shoes that The student from the city that The artist with great enthusiasm admired blamed ignored admired is barking calmly.,4
"The child from the city, is reading.",0
The actor in the library that The student with great enthusiasm called is reading sadly.,1
"The child in the garden that The child from the village that The farmer with great enthusiasm called encouraged, is laughing.",2
"The lawyer from the city that The girl during the morning that The engineer by the river followed watched, is reading carefully.",2
"The girl during the morning that The professor near the school admired, runs fast eagerly.",1
"The child from the city that The dog from the village that The engineer from the city that The dog from the city encouraged watched supported, is resting quickly.",3
"The engineer with red shoes that The lawyer in the garden that The student from the city encouraged admired, is smiling.",2
The doctor during the morning that The engineer near the school that The engineer by the river that The singer by the river that The player in the library met watched supported scolded is barking silently.,4
The child in the library that The scientist from the village that The doctor during the morning that The teacher from the village that The manager in the garden watched saw encouraged called is walking.,4
"The actor with great enthusiasm that The student by the river that The artist from the city that The boy during the morning that The professor by the river met blamed followed encouraged, is writing quickly.",4
"The professor near the school that The teacher with great enthusiasm blamed, is smiling.",1
The doctor from the city that The student with great enthusiasm that The engineer in the library that The actor near the school that The scientist with red shoes visited questioned called helped is singing happily.,4
"The nurse from the city that The teacher in the library helped, is working.",1
"The artist in the garden that The girl with red shoes visited, is dancing eagerly.",1
The nurse near the school that The lawyer in the garden that The writer by the river that The girl by the river that The dog in the garden that The nurse by the river liked praised chased recognized chased is singing.,5
The manager in the garden that The professor from the city that The doctor in the library that The manager with red shoes that The student by the river that The student in the library watched chased called praised saw is walking.,5
The student by the river that The farmer with red shoes that The player with great enthusiasm that The nurse in the library that The nurse in the garden that The doctor from the village called called watched recognized liked is smiling sadly.,5
The singer by the river that The engineer from the village that The professor in the garden that The engineer from the city praised called followed is studying calmly.,3
"The teacher with red shoes, is singing slowly.",0
"The manager in the garden that The student encouraged, is resting calmly.",1
The lawyer from the village that The engineer in the library recognized is dancing.,1
"The artist near the school that The lawyer near the school that The lawyer in the garden that The professor near the school ignored chased questioned, is shouting.",3
The nurse with red shoes that The manager near the school liked is laughing.,1
"The boy from the village, is shouting silently.",0
The girl with great enthusiasm that The teacher with great enthusiasm that The dog during the morning that The doctor with great enthusiasm that The singer in the garden blamed chased supported called is barking.,4
The nurse that The artist by the river that The lawyer recognized helped is singing.,2
"The dog by the river that The student that The scientist during the morning chased helped, is walking.",2
The student by the river runs fast silently.,0
"The farmer in the library, is shouting angrily.",0
"The dog that The scientist with great enthusiasm that The professor with great enthusiasm that The girl with red shoes that The professor from the city that The player with great enthusiasm questioned liked encouraged chased recognized, is sleeping.",5
The lawyer from the village that The singer with great enthusiasm that The nurse in the garden that The singer in the library that The professor that The child during the morning ignored liked saw encouraged recognized is working sadly.,5
"The cat with great enthusiasm that The student from the city that The lawyer near the school that The singer with red shoes scolded liked visited, runs fast.",3
"The farmer during the morning that The lawyer in the library that The player in the garden that The singer by the river that The actor from the village supported recognized encouraged supported, is smiling.",4
The doctor from the village that The doctor in the library questioned is dancing proudly.,1
The girl near the school that The boy with great enthusiasm that The player from the city that The nurse during the morning chased ignored watched is writing.,3
The scientist from the village is dancing slowly.,0
The boy from the city that The scientist near the school ignored is walking.,1
The child from the city that The singer in the library helped is walking.,1
The player in the garden is dancing sadly.,0
"The engineer in the library that The actor from the city that The professor in the library liked questioned, is singing silently.",2
The lawyer near the school that The scientist by the river that The nurse from the village that The player that The artist that The doctor from the city followed helped chased praised recognized is working.,5
The artist in the library is dancing.,0
"The cat with red shoes that The lawyer during the morning that The scientist from the city encouraged questioned, is working.",2
"The doctor from the city that The scientist near the school that The child from the city recognized watched, is dancing.",2
"The actor in the garden, is shouting silently.",0
"The cat in the library that The manager in the library that The manager during the morning that The professor in the library met recognized praised, is singing.",3
"The scientist in the garden that The child from the city that The singer in the garden that The writer with red shoes that The boy from the village that The professor in the library scolded ignored scolded questioned called, is dancing.",5
"The professor in the garden, is smiling carefully.",0
The player in the library is resting slowly.,0
"The doctor during the morning that The professor in the garden that The actor by the river that The artist during the morning that The artist with great enthusiasm that The manager near the school followed followed admired liked ignored, is reading slowly.",5
"The artist in the library that The lawyer in the garden that The nurse near the school that The teacher by the river that The writer during the morning questioned encouraged blamed praised, jumps high.",4
"The writer near the school that The player near the school that The cat during the morning recognized scolded, is resting.",2
"The nurse near the school that The manager in the garden that The cat near the school that The professor from the village watched followed met, is studying proudly.",3
The nurse from the village that The artist in the library supported is barking.,1
The nurse by the river that The scientist in the library that The lawyer from the village chased called is dancing.,2
The manager with red shoes that The dog from the city admired is dancing angrily.,1
The dog with red shoes that The player in the library met is sleeping angrily.,1
The lawyer with red shoes that The engineer by the river that The lawyer in the garden helped praised jumps high angrily.,2
The girl from the city that The farmer from the village that The boy with red shoes chased watched is walking angrily.,2
The singer near the school that The girl with red shoes that The dog from the city that The engineer during the morning that The child from the village liked questioned watched chased is working proudly.,4
"The writer with great enthusiasm that The doctor from the village that The nurse admired questioned, runs fast calmly.",2
"The writer with great enthusiasm that The lawyer from the village met, is laughing sadly.",1
"The scientist that The teacher with red shoes supported, jumps high.",1
The nurse during the morning that The cat from the city helped is sleeping.,1
"The writer from the village that The lawyer near the school that The girl by the river that The scientist near the school that The doctor with great enthusiasm recognized encouraged admired watched, is barking carefully.",4
The doctor near the school runs fast.,0
The engineer from the village that The farmer in the garden that The lawyer from the city that The dog during the morning blamed admired helped is smiling calmly.,3
"The player during the morning that The child near the school that The cat that The scientist from the village watched helped questioned, is laughing.",3
The player in the library that The cat by the river that The actor in the library that The girl that The farmer during the morning that The manager with great enthusiasm chased admired questioned saw encouraged is laughing carefully.,5
The scientist from the village is reading carefully.,0
The cat in the garden that The doctor with red shoes that The engineer with great enthusiasm recognized visited is barking sadly.,2
The boy from the city that The dog in the library that The lawyer from the village ignored called is working.,2
"The doctor that The scientist in the library that The actor that The teacher near the school that The teacher with red shoes liked liked recognized blamed, is writing sadly.",4
The child is walking carefully.,0
"The singer near the school that The cat from the village blamed, is writing.",1
"The cat from the city that The child in the garden that The singer from the city that The boy near the school ignored liked liked, jumps high.",3
The child near the school that The cat near the school that The cat with great enthusiasm saw saw jumps high quickly.,2
The dog that The farmer from the village scolded is singing silently.,1
"The scientist in the garden, is walking calmly.",0
"The professor with red shoes, is reading.",0
The dog during the morning is smiling.,0
The scientist from the city that The boy from the village that The girl chased called is smiling quickly.,2
The doctor that The player that The singer with great enthusiasm ignored called is singing.,2
"The engineer by the river that The student from the village that The actor by the river that The child questioned ignored followed, is studying.",3
"The girl by the river that The girl from the city that The boy in the library that The cat that The writer with great enthusiasm ignored visited helped scolded, is working.",4
The scientist with red shoes is working.,0
The nurse during the morning that The singer by the river that The student during the morning supported questioned jumps high sadly.,2
"The dog during the morning that The boy from the city admired, is barking sadly.",1
"The artist during the morning that The child near the school that The cat with red shoes that The writer in the library that The boy from the village that The lawyer in the library saw praised followed visited called, is singing quickly.",5
The child in the library is laughing slowly.,0
"The singer near the school that The artist in the garden that The professor from the city praised liked, is resting calmly.",2
The manager in the library is laughing carefully.,0
"The manager that The dog from the village that The professor that The student from the city that The farmer from the village praised chased saw praised, is sleeping carefully.",4
"The girl in the library that The singer with great enthusiasm that The artist from the village watched praised, is writing slowly.",2
"The cat that The player in the garden that The engineer from the city that The player near the school watched saw followed, is reading quickly.",3
"The dog in the library, jumps high.",0
The scientist with red shoes that The student in the garden liked is walking.,1
The professor with red shoes that The singer in the library that The manager with great enthusiasm that The dog from the village that The writer saw met ignored recognized is writing calmly.,4
"The teacher near the school that The boy with red shoes helped, is reading angrily.",1
"The dog from the village that The girl praised, is sleeping angrily.",1
"The professor in the library, is writing.",0
The artist in the library that The writer in the library that The player from the village that The scientist during the morning that The child with red shoes that The lawyer followed questioned helped recognized called is reading.,5
The player with red shoes that The singer chased is sleeping.,1
The player in the library that The farmer by the river that The singer chased called is reading silently.,2
The dog near the school that The teacher by the river that The player visited followed is barking.,2
"The girl with great enthusiasm that The girl with red shoes that The doctor from the city followed visited, is singing.",2
The student from the village that The lawyer with red shoes that The student during the morning saw admired is sleeping eagerly.,2
The farmer with great enthusiasm is laughing angrily.,0
The dog during the morning that The cat by the river that The boy in the library that The cat from the village that The child liked questioned recognized met is writing.,4
"The engineer near the school that The engineer from the village that The cat during the morning that The professor near the school saw praised encouraged, is shouting.",3
"The player with great enthusiasm that The child with red shoes that The lawyer with great enthusiasm saw called, is smiling proudly.",2
The dog from the village that The teacher in the library saw is laughing.,1
"The boy in the garden that The writer from the village that The player from the city that The player near the school helped ignored liked, jumps high eagerly.",3
The manager during the morning that The child from the city questioned is sleeping.,1
"The farmer in the library, is shouting.",0
"The girl in the library that The singer near the school that The player from the city that The actor from the village admired scolded ignored, is resting quickly.",3
"The student with red shoes, is resting.",0
"The girl during the morning, is singing sadly.",0
The player from the city that The artist by the river that The girl near the school that The farmer from the village that The professor that The girl by the river praised visited supported met ignored jumps high silently.,5
The farmer in the library that The artist by the river that The lawyer near the school that The doctor that The professor from the village that The doctor supported questioned blamed watched encouraged is singing silently.,5
"The farmer with great enthusiasm that The farmer during the morning saw, is laughing.",1
"The doctor from the city that The player with red shoes that The girl by the river that The manager from the village that The cat in the garden ignored visited blamed supported, is shouting quickly.",4
The scientist by the river that The artist near the school met is studying sadly.,1
"The child near the school that The dog from the village that The actor during the morning blamed ignored, is shouting.",2
"The professor with red shoes that The lawyer during the morning supported, is walking.",1
"The nurse from the city that The teacher during the morning that The engineer near the school saw encouraged, is reading.",2
The doctor from the city that The writer from the city admired is studying.,1
"The scientist from the village that The child from the village that The lawyer with red shoes that The actor that The artist watched helped ignored ignored, runs fast.",4
"The farmer with great enthusiasm that The professor that The teacher that The scientist in the garden that The manager by the river questioned ignored liked liked, is writing calmly.",4
The singer from the village that The girl from the village that The child with red shoes helped chased is working slowly.,2
The farmer in the library that The artist from the village met is barking sadly.,1
The engineer from the city that The lawyer from the village that The boy near the school recognized watched is writing proudly.,2
The child near the school that The writer from the city watched is walking.,1
"The professor in the garden that The doctor near the school that The boy from the village that The player with red shoes praised followed met, is laughing.",3
The actor with red shoes that The lawyer in the garden that The artist near the school that The boy by the river encouraged praised ignored jumps high.,3
"The player in the garden that The writer with red shoes that The teacher in the library liked blamed, is walking proudly.",2
"The writer from the city that The actor from the village that The engineer from the city visited met, is walking carefully.",2
"The actor with red shoes that The farmer in the garden that The singer in the library that The singer from the city that The boy by the river that The manager from the city visited questioned praised questioned called, is working.",5
The student in the garden that The teacher helped is studying.,1
"The student by the river, is shouting carefully.",0
The teacher from the city that The writer scolded is reading.,1
"The actor during the morning that The scientist with great enthusiasm that The actor with great enthusiasm that The artist near the school that The engineer in the library met admired encouraged praised, is shouting.",4
The boy that The artist from the city chased is laughing.,1
The lawyer that The manager with red shoes that The professor near the school that The cat during the morning that The farmer that The teacher from the city watched recognized supported helped encouraged is smiling.,5
"The girl that The doctor near the school followed, is walking.",1
"The actor in the library that The singer with great enthusiasm that The manager that The boy with great enthusiasm questioned chased called, runs fast.",3
The boy from the city that The doctor in the garden that The student from the city scolded visited is writing happily.,2
The cat near the school that The doctor by the river that The player in the library ignored visited is writing.,2
"The artist in the garden that The player with red shoes helped, is writing calmly.",1
The professor in the garden that The player in the library that The professor in the garden praised chased is walking.,2
"The professor that The dog that The teacher with red shoes that The professor in the library watched chased blamed, is writing.",3
The cat near the school that The farmer near the school that The student during the morning that The nurse during the morning liked met questioned jumps high happily.,3
"The engineer from the city, is singing.",0
The child that The student with red shoes watched is sleeping proudly.,1
The child that The writer from the city that The manager from the village that The manager from the city that The singer ignored called saw encouraged is writing.,4
The artist that The scientist with red shoes called jumps high.,1
"The girl during the morning that The boy with red shoes chased, is resting sadly.",1
"The player with red shoes that The boy near the school that The cat in the garden supported praised, is reading.",2
"The cat near the school that The artist in the library that The nurse near the school that The farmer in the library that The student questioned supported helped met, is reading eagerly.",4
The singer with red shoes that The boy from the city called is shouting.,1
The cat with great enthusiasm that The engineer encouraged is shouting.,1
"The nurse with great enthusiasm that The nurse in the garden that The doctor near the school supported saw, is walking proudly.",2
The nurse with great enthusiasm that The nurse in the garden chased is dancing eagerly.,1
The singer near the school that The child with great enthusiasm that The actor with red shoes that The doctor from the city that The farmer from the village called recognized questioned scolded is working.,4
The cat during the morning that The child in the library that The girl near the school that The singer from the city followed visited ignored jumps high carefully.,3
The boy from the city that The farmer during the morning that The artist with red shoes that The actor that The actor during the morning watched saw watched questioned is studying proudly.,4
The writer in the library that The lawyer that The cat from the village scolded scolded is laughing proudly.,2
"The professor during the morning that The manager from the village that The manager that The cat from the village that The boy near the school praised ignored chased questioned, is studying.",4
The child near the school that The cat by the river that The doctor from the village blamed visited is writing.,2
The manager with great enthusiasm that The singer in the garden that The dog from the city called met is resting.,2
"The scientist from the city that The dog in the library that The nurse admired liked, is shouting.",2
The lawyer with great enthusiasm is barking.,0
The child during the morning that The dog with great enthusiasm that The boy in the library that The manager during the morning that The nurse from the city that The doctor helped visited chased supported recognized is sleeping quickly.,5
"The student from the village that The writer in the garden that The manager by the river that The nurse from the village that The scientist near the school that The farmer during the morning ignored praised called followed supported, is reading sadly.",5
The scientist with great enthusiasm that The teacher with great enthusiasm that The doctor during the morning that The farmer admired recognized admired is studying carefully.,3
The dog in the garden is resting silently.,0
"The teacher with great enthusiasm that The doctor near the school that The doctor in the garden that The engineer in the library scolded questioned helped, is shouting.",3
The lawyer during the morning is smiling silently.,0
The player with red shoes that The professor from the village admired is sleeping.,1
"The teacher with great enthusiasm that The boy that The player that The actor from the city that The actor with red shoes called recognized watched encouraged, is barking calmly.",4
"The dog with great enthusiasm, is working.",0
The doctor from the village that The lawyer with red shoes that The singer with great enthusiasm questioned met is resting eagerly.,2
The doctor from the city that The professor during the morning that The actor that The writer from the city that The student in the garden that The artist near the school helped admired helped recognized blamed is barking silently.,5
"The manager near the school that The girl during the morning that The manager by the river that The scientist with great enthusiasm liked called praised, is laughing.",3
The actor with great enthusiasm that The scientist with red shoes that The nurse with great enthusiasm blamed encouraged is writing.,2
"The cat with red shoes, is singing angrily.",0
The manager with great enthusiasm runs fast slowly.,0
The scientist near the school that The cat from the village that The actor near the school that The farmer in the library that The girl by the river visited met helped liked is writing proudly.,4
"The cat in the library that The teacher during the morning that The doctor near the school scolded admired, jumps high eagerly.",2
"The engineer near the school, is walking.",0
The teacher from the village that The doctor that The girl with red shoes that The farmer by the river that The boy in the garden ignored admired chased followed runs fast happily.,4
"The engineer with great enthusiasm that The manager with red shoes questioned, is shouting.",1
The teacher from the village is reading.,0
The scientist from the city that The dog near the school that The artist from the village that The writer by the river that The professor from the village that The artist in the library ignored saw recognized watched praised is working slowly.,5
"The nurse that The cat from the city visited, jumps high.",1
"The actor by the river that The actor from the village that The scientist near the school praised chased, is walking happily.",2
"The farmer from the city that The doctor from the city that The singer with great enthusiasm that The manager near the school scolded chased liked, runs fast.",3
"The player from the city that The manager with red shoes that The student in the garden that The professor with red shoes that The lawyer from the city visited followed scolded recognized, is barking silently.",4
The singer that The manager helped is resting calmly.,1
"The artist in the library that The dog in the library supported, is walking eagerly.",1
"The nurse in the library that The boy in the garden that The nurse from the city liked recognized, jumps high.",2
The dog with red shoes that The nurse from the city that The manager from the city admired visited is sleeping.,2
The singer from the city that The boy in the library that The doctor near the school that The nurse with great enthusiasm that The actor with red shoes that The cat during the morning followed watched questioned supported met is working angrily.,5
"The writer by the river that The farmer by the river that The dog from the village that The boy with red shoes that The lawyer from the village praised met met visited, is reading sadly.",4
"The student that The writer with great enthusiasm admired, is shouting.",1
The actor in the garden that The player in the garden chased is smiling eagerly.,1
"The writer with red shoes that The student from the city admired, is singing.",1
The boy by the river that The teacher from the village that The artist from the city that The nurse in the garden that The teacher by the river recognized questioned met called is laughing.,4
"The student by the river that The girl near the school that The engineer in the library followed admired, is smiling sadly.",2
"The nurse by the river that The scientist with great enthusiasm recognized, is walking sadly.",1
"The doctor near the school that The actor from the village liked, is studying happily.",1
The scientist with great enthusiasm is laughing slowly.,0
"The child in the garden that The artist from the city watched, is barking angrily.",1
"The girl with great enthusiasm that The teacher with red shoes that The nurse from the city visited recognized, is laughing.",2
"The dog from the city that The scientist from the village that The dog during the morning that The lawyer with red shoes that The scientist in the library scolded liked scolded saw, is resting.",4
The dog by the river that The manager in the garden that The nurse from the city that The player in the library saw visited liked is dancing calmly.,3
"The girl with red shoes that The professor from the village that The singer in the garden blamed praised, is writing.",2
The player during the morning that The engineer in the garden that The lawyer with great enthusiasm that The nurse by the river that The manager from the city that The dog from the village supported admired called recognized met is resting.,5
"The boy with great enthusiasm, jumps high angrily.",0
The manager near the school that The writer near the school that The dog in the garden that The teacher with red shoes followed admired praised runs fast.,3
The boy that The player with red shoes watched is sleeping.,1
The lawyer near the school is dancing sadly.,0
The student with great enthusiasm is resting.,0
"The engineer near the school that The girl that The singer by the river that The boy with red shoes that The child with great enthusiasm followed questioned liked visited, is singing.",4
"The doctor with great enthusiasm that The player with red shoes that The engineer in the garden that The cat near the school blamed called followed, is barking angrily.",3
"The student that The artist in the library visited, is reading.",1
The child is shouting angrily.,0
"The artist from the village, is studying angrily.",0
"The artist near the school that The manager with great enthusiasm that The student with great enthusiasm met questioned, is working.",2
The doctor during the morning that The child by the river that The player in the library encouraged ignored is dancing.,2
The girl with great enthusiasm that The teacher by the river that The engineer during the morning that The cat near the school scolded met followed is sleeping quickly.,3
The player in the garden that The lawyer with great enthusiasm that The artist in the library that The girl with red shoes that The professor scolded blamed chased ignored jumps high.,4
"The singer in the garden that The cat from the village followed, is laughing slowly.",1
The engineer by the river that The student in the library visited is studying.,1
The cat during the morning is working silently.,0
The writer with great enthusiasm that The artist with great enthusiasm that The nurse from the city that The writer from the village that The lawyer with red shoes visited watched helped encouraged is reading quickly.,4
"The doctor during the morning that The dog that The artist during the morning that The writer with great enthusiasm admired encouraged supported, runs fast.",3
The player by the river that The dog in the library that The child from the city that The child from the village supported scolded liked is laughing.,3
The singer from the village is shouting sadly.,0
"The actor during the morning that The cat from the village called, is sleeping.",1
The scientist that The singer from the city called is sleeping.,1
The nurse that The professor with great enthusiasm that The farmer that The student from the city blamed visited scolded is resting.,3
"The teacher that The teacher with great enthusiasm that The cat with great enthusiasm that The boy that The student in the library liked met supported scolded, runs fast.",4
The engineer from the city jumps high slowly.,0
"The singer by the river that The dog during the morning that The actor during the morning liked ignored, is walking proudly.",2
"The boy that The boy in the library that The scientist near the school that The manager by the river that The engineer from the village that The nurse during the morning visited met helped watched praised, is reading angrily.",5
"The dog by the river that The boy during the morning that The player with red shoes that The teacher during the morning that The nurse with great enthusiasm that The scientist admired questioned ignored questioned met, is singing.",5
The engineer with red shoes is shouting.,0
"The farmer from the city, is smiling sadly.",0
The dog with great enthusiasm that The scientist with great enthusiasm called is shouting sadly.,1
"The teacher near the school, is sleeping.",0
"The nurse near the school that The child by the river that The scientist in the library that The girl during the morning that The artist near the school that The engineer from the city recognized chased liked watched praised, is reading.",5
"The engineer from the village that The lawyer that The manager with great enthusiasm that The engineer followed visited recognized, is sleeping.",3
"The doctor that The scientist during the morning that The artist with red shoes followed scolded, is laughing quickly.",2
"The lawyer in the library that The player that The nurse in the garden followed visited, is singing sadly.",2
The student from the village that The engineer blamed is writing.,1
"The doctor with great enthusiasm that The scientist that The doctor by the river that The cat in the garden blamed met scolded, is laughing silently.",3
The dog by the river that The nurse in the garden that The writer by the river that The doctor by the river that The writer that The student near the school supported blamed chased helped recognized jumps high.,5
"The actor in the library, is smiling slowly.",0
"The nurse in the garden that The boy during the morning that The scientist by the river that The student during the morning that The girl during the morning that The child ignored met questioned saw blamed, is barking slowly.",5
"The doctor from the city, is writing calmly.",0
The manager in the garden that The teacher with red shoes watched is barking quickly.,1
The girl in the library that The child from the village that The boy with great enthusiasm that The actor in the garden that The player in the library called blamed encouraged liked is studying.,4
The boy by the river that The actor in the garden that The boy during the morning that The dog from the city saw ignored visited is walking.,3
The dog by the river that The doctor with red shoes that The doctor that The writer during the morning scolded praised recognized is dancing slowly.,3
The cat with great enthusiasm is barking happily.,0
The writer near the school that The student in the library met is studying.,1
"The writer in the library that The singer during the morning that The dog with red shoes that The dog from the city that The professor by the river that The manager with great enthusiasm watched questioned called watched ignored, is reading.",5
"The artist with great enthusiasm that The teacher with great enthusiasm that The girl with red shoes that The farmer during the morning recognized saw scolded, is working.",3
"The scientist with great enthusiasm that The manager that The boy in the garden that The nurse in the garden that The player recognized supported followed visited, is studying eagerly.",4
"The lawyer with red shoes that The dog in the library admired, is walking happily.",1
"The dog with great enthusiasm that The student with great enthusiasm that The manager with great enthusiasm that The girl from the city called questioned recognized, is barking angrily.",3
The nurse during the morning that The engineer from the village that The student from the village saw called jumps high.,2
The lawyer with red shoes that The boy with great enthusiasm that The child with red shoes that The scientist in the library that The student near the school encouraged questioned watched blamed is sleeping.,4
"The farmer near the school, is singing.",0
"The singer from the city, is smiling.",0
The dog during the morning that The child during the morning scolded is laughing.,1
"The writer from the village that The boy near the school that The student in the garden that The doctor with great enthusiasm supported praised blamed, jumps high sadly.",3
"The girl during the morning that The lawyer in the library that The player from the city recognized saw, is dancing quickly.",2
The engineer with red shoes that The scientist with great enthusiasm that The child in the garden that The child from the city that The teacher from the city chased supported praised followed is working.,4
The engineer is walking.,0
"The nurse near the school that The cat from the city that The cat by the river that The student with great enthusiasm watched questioned saw, is resting angrily.",3
The dog that The singer near the school that The child near the school that The artist from the city that The child during the morning that The child with red shoes ignored liked recognized supported watched is sleeping.,5
The manager with great enthusiasm that The singer with red shoes that The dog near the school called liked is writing angrily.,2
The dog from the village that The actor with great enthusiasm that The child near the school visited scolded is resting.,2
The dog in the garden that The dog by the river that The engineer in the garden questioned followed is walking.,2
"The teacher, is barking slowly.",0
The farmer from the village that The singer with great enthusiasm that The cat with red shoes that The cat from the village liked saw questioned is reading.,3
