sentence,depth
The player that the cat met that the teacher admired that the dog helped that the girl admired that the doctor chased that the doctor met is walking.,6
The teacher that the artist helped that the dog scolded jumps high.,2
The girl that the artist scolded is sleeping.,1
The dog that the artist admired that the girl saw that the doctor scolded that the teacher saw that the cat scolded is laughing.,5
The student that the scientist liked that the scientist watched that the girl scolded that the doctor liked that the cat admired that the dog called that the teacher liked jumps high.,7
The girl that the boy met that the artist admired that the boy chased that the doctor saw that the dog watched that the scientist helped that the artist met that the teacher admired is sleeping.,8
The teacher that the artist helped that the teacher chased that the doctor admired that the doctor liked jumps high.,4
The dog that the dog called that the teacher liked that the dog admired that the boy followed that the dog scolded that the artist helped that the artist saw that the scientist chased is walking.,8
The player that the cat liked that the artist chased that the teacher met is barking.,3
The boy that the student watched that the student admired that the cat watched that the artist admired that the doctor saw that the girl met is barking.,6
The player that the dog followed is laughing.,1
The artist that the girl watched runs fast.,1
The doctor that the cat watched is reading.,1
The dog that the artist saw that the boy saw that the cat chased runs fast.,3
The teacher that the scientist liked runs fast.,1
The girl that the student chased that the dog saw that the doctor helped that the student liked that the dog saw that the dog followed that the girl helped jumps high.,7
The cat that the dog called is walking.,1
The dog that the doctor admired that the teacher saw that the student admired that the student saw is walking.,4
The girl that the girl admired that the boy met is reading.,2
The dog that the boy admired is studying.,1
The artist that the dog helped that the girl met that the girl followed that the girl followed that the student liked that the student watched that the teacher followed is walking.,7
The boy that the teacher called that the student called that the artist liked that the cat met that the cat helped that the doctor met that the teacher scolded is barking.,7
The player that the scientist saw runs fast.,1
The scientist that the scientist admired that the teacher saw that the artist admired that the cat admired that the student admired that the scientist admired that the boy saw that the dog called is walking.,8
The dog that the student admired that the girl met that the boy scolded that the boy saw jumps high.,4
The scientist that the doctor scolded that the doctor saw that the scientist admired that the boy met that the scientist chased that the boy scolded is barking.,6
The player that the dog liked that the doctor scolded is barking.,2
The boy that the boy called is studying.,1
The cat that the doctor called that the student scolded that the student admired that the dog watched that the boy liked that the girl saw that the scientist helped is walking.,7
The boy that the scientist saw that the student liked that the teacher scolded that the dog called is reading.,4
The artist that the cat chased that the doctor saw that the boy helped that the girl watched that the boy chased that the artist admired that the girl met is walking.,7
The girl that the boy saw that the scientist admired that the dog watched that the artist met that the cat liked that the artist called that the teacher watched is laughing.,7
The cat that the cat followed that the dog chased that the dog helped that the girl liked that the doctor chased that the doctor followed that the scientist followed is reading.,7
The cat that the doctor called that the teacher watched that the dog called runs fast.,3
The doctor that the boy liked is walking.,1
The girl that the cat helped that the scientist saw that the artist helped that the artist watched is walking.,4
The boy that the scientist liked is studying.,1
The player that the doctor admired that the doctor met that the artist watched that the doctor met is reading.,4
The girl that the girl followed that the scientist chased runs fast.,2
The player that the cat helped that the boy saw that the boy helped that the boy followed that the doctor met is walking.,5
The teacher that the scientist watched is sleeping.,1
The artist that the artist admired that the student scolded that the boy saw runs fast.,3
The teacher that the artist liked that the dog chased that the artist chased that the teacher followed that the scientist admired that the teacher called that the cat watched runs fast.,7
The scientist that the girl admired that the doctor watched is laughing.,2
The student that the girl saw that the dog admired that the cat followed that the scientist admired is studying.,4
The dog that the doctor called that the scientist watched that the boy liked that the boy helped that the dog saw that the girl chased is studying.,6
The scientist that the girl liked that the boy chased that the boy scolded that the student scolded is barking.,4
The doctor that the doctor saw that the teacher liked jumps high.,2
The doctor that the artist liked that the girl saw that the teacher liked that the dog met that the cat saw that the girl chased is reading.,6
The boy that the student followed runs fast.,1
The teacher that the boy followed that the teacher chased that the doctor liked is sleeping.,3
The cat is barking.,0
The teacher jumps high.,0
The teacher that the dog followed jumps high.,1
The scientist that the doctor scolded that the cat followed that the artist chased runs fast.,3
The cat that the teacher met jumps high.,1
The teacher that the student scolded that the cat followed that the artist helped runs fast.,3
The artist that the boy watched that the student called that the dog helped is reading.,3
The cat that the girl scolded that the cat followed that the boy met that the scientist liked that the boy followed that the doctor watched is laughing.,6
The teacher that the scientist helped that the artist followed that the girl followed that the dog admired that the doctor scolded that the doctor saw runs fast.,6
The boy that the student admired that the dog called that the teacher helped that the boy helped that the teacher scolded that the doctor liked is studying.,6
The scientist that the cat watched that the cat followed that the doctor met that the cat saw is studying.,4
The student that the cat scolded that the dog scolded that the artist admired that the artist scolded that the student liked that the cat chased is laughing.,6
The teacher that the student saw that the doctor followed that the student scolded jumps high.,3
The scientist that the student admired that the dog saw that the student helped that the artist scolded that the doctor saw that the teacher met is reading.,6
The teacher that the doctor called that the dog called that the artist admired is barking.,3
The boy that the girl scolded that the scientist admired that the dog helped that the boy scolded is reading.,4
The player that the scientist watched that the girl followed is studying.,2
The dog that the doctor followed that the doctor liked that the girl liked that the girl liked that the dog met is studying.,5
The player that the dog scolded that the girl helped that the doctor saw that the scientist chased that the doctor called that the doctor liked runs fast.,6
The doctor that the scientist helped that the boy watched that the girl watched that the dog admired that the artist chased that the boy chased that the cat scolded is reading.,7
The teacher that the teacher admired that the student followed that the dog helped that the girl followed is laughing.,4
The dog that the cat saw that the artist admired that the girl watched that the girl chased that the scientist followed that the cat chased that the cat chased that the dog helped is studying.,8
The dog that the cat met that the artist followed that the teacher helped that the teacher scolded that the doctor met that the boy called that the doctor watched is barking.,7
The cat that the girl called is barking.,1
The teacher that the doctor followed that the boy watched that the girl chased that the doctor met that the dog met is studying.,5
The player that the student met that the teacher chased that the doctor watched that the girl liked that the cat admired runs fast.,5
The artist that the girl admired that the student watched that the artist called that the doctor chased that the teacher liked that the cat watched runs fast.,6
The cat that the scientist saw is barking.,1
The doctor that the boy liked that the dog met that the dog saw that the boy called that the student admired that the artist liked that the girl liked is barking.,7
The dog that the student followed that the cat followed that the artist watched is reading.,3
The scientist that the artist liked that the scientist called that the cat admired that the teacher liked runs fast.,4
The boy that the cat saw is studying.,1
The student that the girl called runs fast.,1
The artist that the scientist chased that the dog called that the scientist liked that the boy followed jumps high.,4
The girl that the artist admired that the scientist scolded that the boy scolded that the girl followed that the doctor admired that the scientist watched that the student saw that the scientist saw is laughing.,8
The dog that the scientist called that the cat called that the boy met that the doctor admired that the doctor watched that the dog followed is sleeping.,6
The boy that the scientist met is laughing.,1
The cat that the doctor scolded that the boy followed runs fast.,2
The boy that the dog scolded that the teacher liked that the doctor followed that the dog helped that the teacher followed that the cat chased is laughing.,6
The doctor that the teacher saw that the scientist admired is barking.,2
The artist that the cat followed that the scientist helped that the teacher liked that the student admired that the teacher helped that the teacher chased is reading.,6
The girl that the student chased that the cat followed that the girl watched that the girl chased is laughing.,4
The cat that the boy called that the teacher scolded that the student admired jumps high.,3
The boy that the dog scolded is walking.,1
The artist that the doctor liked runs fast.,1
The artist that the teacher saw that the doctor met that the artist followed that the student helped that the artist followed that the girl followed is studying.,6
The scientist that the artist admired is studying.,1
The dog that the artist scolded that the dog met that the scientist followed that the doctor helped is barking.,4
The boy that the cat watched is laughing.,1
The cat that the teacher met that the artist followed that the boy followed is sleeping.,3
The artist that the student chased that the student met is reading.,2
The scientist that the scientist saw that the scientist helped that the boy called is laughing.,3
The dog that the dog liked that the girl called that the cat scolded that the dog scolded jumps high.,4
The artist that the girl admired that the cat helped is reading.,2
The doctor that the girl watched that the teacher chased that the teacher followed that the boy met that the scientist saw that the boy called is studying.,6
The player that the dog helped is reading.,1
The artist that the student called that the boy met that the girl admired that the scientist liked that the girl liked is walking.,5
The player that the dog called that the scientist met that the student saw that the cat watched is studying.,4
The player that the student met that the teacher saw that the scientist saw that the artist watched that the cat helped that the cat called that the girl met that the girl scolded is studying.,8
The boy that the scientist followed that the dog helped runs fast.,2
The dog that the teacher chased that the student scolded is walking.,2
The player that the cat scolded that the dog saw that the teacher admired that the scientist called that the cat admired that the doctor scolded is laughing.,6
The dog that the scientist scolded that the teacher saw that the artist scolded that the cat saw that the artist followed is studying.,5
The teacher that the teacher followed jumps high.,1
The dog that the artist chased that the boy saw that the boy met that the boy admired is reading.,4
The scientist that the boy followed that the artist admired that the girl chased that the teacher saw that the dog saw is barking.,5
The player that the dog chased that the cat watched that the artist called is studying.,3
The player that the teacher met that the doctor chased that the artist followed that the doctor helped runs fast.,4
The doctor that the dog saw that the cat liked is walking.,2
The artist that the dog chased is laughing.,1
The artist that the scientist saw is reading.,1
The doctor that the girl admired that the student chased that the girl admired that the girl liked that the doctor admired is studying.,5
The doctor that the cat admired that the teacher liked runs fast.,2
The boy that the doctor watched that the teacher followed that the scientist chased that the girl saw that the girl saw runs fast.,5
The player that the girl scolded that the teacher saw that the scientist saw that the artist called is laughing.,4
The doctor that the boy liked that the teacher followed that the girl watched that the teacher called that the teacher chased is barking.,5
The dog that the artist helped that the scientist chased that the scientist liked runs fast.,3
The cat that the doctor saw that the girl watched that the dog watched that the student saw that the artist saw that the doctor chased is sleeping.,6
The cat that the doctor met that the girl watched that the boy scolded that the doctor followed that the student liked that the student helped that the artist followed runs fast.,7
The scientist that the teacher liked that the scientist saw that the student saw that the student met that the boy admired that the cat followed runs fast.,6
The doctor that the doctor chased that the student liked that the doctor helped that the girl saw that the dog followed is sleeping.,5
The dog that the teacher admired is laughing.,1
The dog that the dog watched that the teacher helped is barking.,2
The doctor that the student helped that the doctor met jumps high.,2
The teacher that the cat called that the dog liked that the artist called is laughing.,3
The doctor that the boy met that the artist watched that the scientist liked that the artist called that the teacher met that the artist chased is reading.,6
The cat that the boy admired that the doctor met that the student chased that the girl called that the boy scolded that the teacher scolded jumps high.,6
The student that the cat called is barking.,1
The girl that the cat liked that the dog liked is barking.,2
The girl that the dog helped that the student saw is laughing.,2
The player that the artist scolded that the scientist helped that the student admired that the student followed is studying.,4
The doctor that the scientist admired that the scientist chased that the cat called that the doctor scolded that the dog met is sleeping.,5
The teacher that the artist chased that the doctor liked that the girl watched that the scientist chased that the boy scolded is reading.,5
The dog that the teacher called that the teacher met is walking.,2
The artist that the doctor met that the boy followed that the boy admired that the doctor followed is walking.,4
The scientist that the artist called that the student liked that the student helped that the dog liked that the cat followed is studying.,5
The girl that the girl chased that the cat liked is sleeping.,2
The dog that the artist called that the boy watched that the scientist saw that the doctor chased that the girl admired is studying.,5
The dog that the cat called is barking.,1
The scientist that the teacher chased that the student saw that the doctor watched that the student called that the student helped jumps high.,5
The boy that the doctor called is reading.,1
The cat that the girl watched that the artist followed that the student chased is laughing.,3
The girl that the teacher saw that the dog met is walking.,2
The player that the dog followed that the scientist watched that the teacher met that the student watched that the girl met that the doctor met is barking.,6
The boy that the girl liked is studying.,1
The doctor that the dog admired that the scientist liked runs fast.,2
The player that the doctor watched that the boy scolded that the boy called that the artist chased that the artist admired that the scientist saw is studying.,6
The teacher that the student met jumps high.,1
The boy that the teacher liked that the boy admired is laughing.,2
The artist that the student liked that the cat watched is walking.,2
The cat that the artist helped is studying.,1
The cat that the teacher called that the teacher saw that the doctor admired that the dog helped that the teacher scolded that the scientist met that the boy chased is barking.,7
The teacher that the teacher watched that the boy called is reading.,2
The doctor that the artist liked that the doctor followed is sleeping.,2
The boy that the artist saw that the dog scolded runs fast.,2
The teacher that the cat called runs fast.,1
The boy that the cat watched that the teacher chased that the doctor helped that the doctor chased that the teacher scolded is laughing.,5
The dog that the artist saw that the teacher saw that the cat watched that the girl called that the doctor watched that the teacher followed that the scientist liked that the artist admired is laughing.,8
The girl that the artist followed that the boy liked that the boy liked that the dog met that the teacher liked that the boy admired that the doctor met is studying.,7
The player that the boy met that the doctor chased that the artist followed is laughing.,3
The cat that the boy liked that the artist watched that the student chased that the artist liked jumps high.,4
The scientist that the scientist saw that the dog called that the scientist chased that the dog admired that the boy watched that the boy saw that the boy met that the teacher helped is reading.,8
The student that the scientist saw that the scientist saw is studying.,2
The artist that the teacher met that the doctor helped that the cat saw that the cat chased is sleeping.,4
The dog that the artist met that the teacher scolded that the student chased is sleeping.,3
The student that the boy scolded that the boy watched that the girl liked that the scientist met is studying.,4
The doctor that the boy followed that the dog called that the student admired jumps high.,3
The artist that the boy admired that the teacher saw that the student met that the doctor met that the dog admired that the student scolded that the scientist saw runs fast.,7
The player that the student scolded is sleeping.,1
The cat that the dog saw that the doctor admired that the girl met that the cat scolded that the boy liked runs fast.,5
The cat that the boy met that the student called that the doctor watched runs fast.,3
The scientist that the boy watched that the boy helped is studying.,2
The student that the student met that the girl watched that the girl watched is reading.,3
The doctor that the doctor saw that the teacher liked that the boy saw that the boy scolded is laughing.,4
The scientist that the dog helped that the boy met that the doctor watched that the dog scolded that the artist watched that the artist watched that the student chased that the girl saw is laughing.,8
The player that the artist helped that the teacher chased that the boy met that the dog called is walking.,4
The teacher that the artist saw that the student called that the boy called runs fast.,3
The doctor that the artist admired that the scientist chased that the girl followed that the scientist liked that the scientist liked that the artist met jumps high.,6
The artist that the artist watched that the doctor liked that the teacher helped that the doctor liked is walking.,4
The artist that the dog watched that the student admired jumps high.,2
The player that the artist met that the student watched is barking.,2
The doctor that the student helped that the teacher liked that the teacher admired that the cat liked is walking.,4
The artist that the cat followed that the boy met that the student liked that the dog scolded that the boy admired that the artist scolded that the student liked that the cat scolded is walking.,8
The dog that the artist watched that the boy scolded that the cat liked that the student followed that the girl met that the teacher met is sleeping.,6
The boy that the artist called is laughing.,1
The boy that the scientist scolded that the scientist chased that the cat admired that the artist admired is barking.,4
The teacher that the dog followed that the doctor scolded that the cat followed that the doctor chased is sleeping.,4
The dog that the student followed that the boy chased is sleeping.,2
The scientist that the girl admired that the girl liked that the student followed jumps high.,3
The player that the doctor met that the girl saw that the student liked that the boy chased that the scientist called that the teacher liked that the doctor met that the student followed runs fast.,8
The teacher that the boy admired that the girl liked that the dog scolded that the cat met that the artist called that the cat saw that the student liked is studying.,7
The doctor that the dog liked that the doctor called that the doctor helped that the scientist liked is reading.,4
The artist that the boy helped runs fast.,1
The cat that the artist met is reading.,1
The student that the cat helped runs fast.,1
The artist that the cat followed that the student admired that the dog called is barking.,3
The dog that the student watched that the dog liked is laughing.,2
The player that the artist liked runs fast.,1
The girl that the cat called that the dog scolded that the girl watched that the scientist watched that the boy met that the cat met is studying.,6
The girl that the doctor admired is barking.,1
The scientist that the boy saw that the artist helped that the student called that the cat watched that the boy liked that the boy followed that the artist called is reading.,7
The player that the cat met that the girl admired that the boy met that the boy admired that the doctor helped that the cat saw that the dog watched is reading.,7
The student that the student chased that the cat scolded that the dog followed that the artist scolded is reading.,4
The girl that the student followed that the doctor helped that the student saw that the doctor called that the doctor helped that the dog helped that the doctor called that the doctor liked is laughing.,8
The artist that the scientist admired that the artist admired that the teacher met jumps high.,3
The dog that the boy followed that the student scolded that the scientist saw that the scientist met that the boy followed is reading.,5
The player that the dog scolded is laughing.,1
The girl that the dog admired that the teacher saw that the teacher called that the girl scolded is studying.,4
The teacher that the cat liked is barking.,1
The artist that the girl chased is studying.,1
The boy that the artist watched that the boy followed that the cat chased is reading.,3
The girl that the cat saw that the teacher followed that the artist met that the cat admired that the scientist chased jumps high.,5
The boy that the artist scolded that the girl called is studying.,2
The student that the student called that the artist followed that the artist saw that the boy liked is laughing.,4
The boy that the scientist liked that the scientist liked that the girl watched that the boy scolded is reading.,4
The player that the teacher scolded that the student admired that the scientist chased that the girl liked that the artist admired that the teacher chased that the girl watched that the artist scolded is studying.,8
The student that the cat scolded that the teacher helped that the teacher liked that the teacher watched is barking.,4
The scientist that the scientist saw that the student saw that the student saw that the girl admired that the cat called is barking.,5
The teacher that the scientist liked that the doctor scolded that the artist chased is sleeping.,3
The cat that the teacher scolded that the scientist chased jumps high.,2
The scientist that the scientist scolded that the girl met that the girl watched that the cat called that the teacher watched that the teacher admired that the scientist called that the artist called is walking.,8
The dog that the girl helped that the scientist chased is laughing.,2
The doctor that the girl called that the artist admired that the doctor met that the boy followed runs fast.,4
The player that the cat met that the student met that the student called that the cat chased that the artist followed that the girl followed jumps high.,6
The dog that the girl met that the dog chased that the scientist scolded that the artist helped that the dog chased that the dog watched that the boy met that the teacher chased runs fast.,8
The teacher that the doctor called that the cat scolded that the scientist helped that the doctor saw that the doctor helped that the cat admired that the dog followed is laughing.,7
The dog that the boy scolded that the cat watched that the doctor admired that the dog liked is walking.,4
The scientist that the scientist saw that the teacher watched that the boy met is studying.,3
The player that the boy liked is studying.,1
The girl that the student admired that the teacher met runs fast.,2
The player that the dog helped that the girl called that the boy called that the dog met that the artist scolded that the cat watched that the doctor chased is barking.,7
The player that the student chased is walking.,1
The scientist that the cat helped that the teacher followed is walking.,2
The player that the cat met jumps high.,1
The teacher that the scientist helped that the artist helped that the artist scolded is reading.,3
The player that the scientist watched that the scientist called that the dog chased that the student watched is barking.,4
The girl that the doctor called is laughing.,1
The scientist that the student helped that the girl scolded that the student followed that the boy scolded jumps high.,4
The scientist that the teacher scolded that the student watched that the doctor helped that the doctor called that the scientist liked is walking.,5
The artist that the dog watched that the artist scolded that the teacher followed that the student liked is barking.,4
The cat that the dog liked jumps high.,1
The teacher that the teacher followed is studying.,1
The student that the scientist watched that the scientist helped that the student scolded that the dog helped that the scientist liked that the teacher saw that the artist watched is walking.,7
The player that the scientist watched is studying.,1
The boy that the cat liked that the teacher saw that the student followed that the artist met that the scientist saw that the teacher met is laughing.,6
The player that the boy admired that the artist scolded that the artist met that the boy saw that the student met that the boy scolded that the doctor saw that the artist liked jumps high.,8
The scientist that the dog saw that the doctor watched that the scientist admired that the artist watched that the cat scolded jumps high.,5
The scientist that the scientist met is laughing.,1
The cat that the student followed that the girl followed that the boy followed that the student admired that the student watched that the boy helped that the artist chased that the girl followed runs fast.,8
The scientist that the artist called is walking.,1
The dog that the artist followed that the cat watched that the artist liked is studying.,3
The teacher that the student chased that the teacher admired is sleeping.,2
The artist that the dog watched that the boy watched that the dog chased that the dog admired that the scientist met that the artist called is reading.,6
The player that the teacher watched that the dog met that the artist liked that the teacher helped runs fast.,4
The girl that the boy admired that the student chased that the boy chased that the girl called is sleeping.,4
The student that the doctor saw is sleeping.,1
The girl that the boy helped that the scientist chased that the girl liked is walking.,3
The doctor that the boy chased that the teacher helped that the dog followed that the scientist watched that the teacher watched that the girl watched that the student liked that the cat admired jumps high.,8
The scientist that the artist liked is laughing.,1
The scientist that the teacher saw runs fast.,1
The player that the teacher watched that the scientist admired that the teacher admired that the dog saw that the dog called is laughing.,5
The student that the doctor scolded runs fast.,1
The artist that the dog liked that the student met is barking.,2
The student that the cat helped that the artist met jumps high.,2
The player that the scientist helped that the girl scolded that the student helped that the teacher liked is barking.,4
The teacher that the artist met that the dog helped jumps high.,2
The artist that the scientist watched that the cat chased is reading.,2
The scientist that the artist helped that the student admired is studying.,2
The student that the student followed runs fast.,1
The player that the dog scolded that the student followed that the doctor liked that the boy watched that the boy scolded that the doctor called that the student liked is laughing.,7
The girl that the teacher watched that the teacher followed is laughing.,2
The doctor that the scientist scolded that the cat scolded that the dog liked is sleeping.,3
The artist that the scientist chased that the teacher called is studying.,2
The cat that the cat watched that the cat met that the girl watched jumps high.,3
The cat that the scientist called that the dog liked is laughing.,2
The cat that the girl watched is studying.,1
The doctor that the scientist watched that the dog met is barking.,2
The artist that the scientist scolded that the scientist admired that the boy chased is reading.,3
The dog that the dog chased that the doctor watched that the girl followed that the girl admired that the teacher met that the dog scolded jumps high.,6
The girl that the artist watched runs fast.,1
The scientist that the student watched that the teacher chased is sleeping.,2
The teacher that the artist admired is laughing.,1
The girl that the doctor saw that the girl liked is studying.,2
The doctor that the student called that the teacher followed that the doctor met that the student met that the scientist saw that the cat called is sleeping.,6
The cat that the teacher admired that the doctor liked jumps high.,2
The cat that the artist followed that the cat liked is walking.,2
The doctor that the cat scolded is reading.,1
The player that the teacher admired that the boy scolded that the cat called that the dog followed that the student called that the teacher chased that the artist chased that the doctor scolded is reading.,8
The boy that the scientist admired that the doctor followed that the boy liked that the teacher helped that the cat scolded that the doctor followed that the scientist met that the dog watched runs fast.,8
The girl that the scientist scolded that the artist called that the doctor called that the artist helped that the girl met that the girl liked is barking.,6
The dog that the scientist saw that the artist admired that the artist chased that the girl helped that the girl scolded that the girl liked that the boy watched that the dog followed is sleeping.,8
The cat that the boy liked that the doctor scolded that the doctor met that the boy saw that the girl helped that the teacher called that the boy called is studying.,7
The doctor that the girl chased that the girl followed that the scientist met jumps high.,3
The girl that the boy helped that the student liked jumps high.,2
The doctor that the scientist saw that the doctor saw that the cat met that the boy met that the doctor chased that the doctor liked that the teacher liked that the artist chased jumps high.,8
The girl that the student helped that the teacher saw that the student liked is barking.,3
The doctor that the girl liked that the scientist saw that the dog helped that the teacher liked that the boy called that the scientist chased that the teacher watched jumps high.,7
The girl that the dog watched that the scientist watched that the dog saw that the teacher chased runs fast.,4
The boy that the girl admired that the student helped that the girl met that the boy helped that the cat admired that the doctor saw that the boy watched is studying.,7
The dog that the boy called that the girl admired that the student admired that the student admired that the girl admired that the student helped that the scientist watched is laughing.,7
The dog that the artist saw that the teacher called that the teacher watched that the student chased that the cat saw is reading.,5
The teacher that the artist saw that the teacher watched that the teacher met that the student helped that the teacher helped runs fast.,5
The dog that the girl met that the doctor liked that the teacher admired that the doctor scolded is reading.,4
The student that the scientist liked that the student admired that the scientist admired that the artist called that the boy called that the dog saw that the teacher admired that the artist called runs fast.,8
The student that the cat saw that the scientist liked that the scientist chased that the boy followed that the boy scolded is studying.,5
The scientist that the scientist met that the girl helped that the teacher admired that the artist scolded that the dog met is reading.,5
The girl that the dog followed that the scientist watched that the girl admired is walking.,3
The dog that the girl admired is studying.,1
The boy that the doctor called that the student helped that the cat admired jumps high.,3
The teacher that the cat chased that the student helped jumps high.,2
The scientist that the girl watched that the teacher scolded that the doctor called that the dog scolded that the artist chased that the dog watched that the dog admired jumps high.,7
The teacher that the scientist chased that the boy watched that the teacher admired that the cat saw that the student admired that the cat met runs fast.,6
The boy that the girl saw that the teacher scolded that the girl chased is reading.,3
The player that the teacher met that the teacher followed that the boy liked that the scientist watched jumps high.,4
The scientist that the cat chased that the girl saw that the girl liked runs fast.,3
The student that the girl saw that the scientist met that the doctor helped that the student scolded is sleeping.,4
The teacher that the teacher called that the cat called that the scientist called that the teacher liked that the student followed that the girl met is laughing.,6
The student that the artist followed that the scientist called is sleeping.,2
The girl that the boy chased that the boy admired that the artist scolded is studying.,3
The doctor that the cat helped that the boy chased that the cat met is barking.,3
The teacher that the cat liked is studying.,1
The player that the girl followed that the doctor chased that the scientist saw that the boy watched that the girl watched that the student admired that the girl helped that the boy admired runs fast.,8
The teacher that the student saw that the doctor chased that the teacher chased that the student called that the dog scolded is laughing.,5
The dog that the dog admired is reading.,1
The scientist that the doctor admired that the cat followed that the scientist followed that the girl saw that the girl chased is walking.,5
The student that the boy called that the cat saw that the girl chased that the girl called is reading.,4
The doctor that the cat admired that the student helped is walking.,2
The student that the girl met that the girl watched that the girl liked that the student saw that the cat watched is walking.,5
The teacher that the dog met that the dog met that the girl chased that the artist chased is reading.,4
The teacher that the girl chased that the artist met is barking.,2
The cat that the doctor admired that the dog scolded that the cat followed that the artist scolded that the boy followed that the dog scolded runs fast.,6
The scientist that the artist called that the girl met that the girl followed is walking.,3
The player that the cat helped that the artist scolded that the cat liked that the artist scolded that the student helped that the doctor helped that the boy followed runs fast.,7
The girl that the artist scolded that the cat saw that the girl helped that the doctor called that the artist saw that the cat scolded that the dog saw that the teacher met is laughing.,8
The player is studying.,0
The dog that the artist helped is studying.,1
The teacher that the student followed that the teacher liked that the student called that the boy liked that the scientist scolded that the doctor chased that the dog met jumps high.,7
The boy that the teacher followed that the doctor called that the artist met that the teacher liked that the boy scolded that the boy scolded that the boy admired is laughing.,7
The student that the boy helped that the boy met that the boy watched that the doctor saw that the boy met that the artist followed jumps high.,6
The doctor that the teacher liked that the doctor saw that the boy saw that the teacher admired that the student met is reading.,5
The cat that the scientist met that the teacher called that the artist saw that the boy liked that the boy admired that the scientist liked that the student followed jumps high.,7
The scientist that the artist followed that the scientist saw is barking.,2
The girl that the scientist chased that the girl admired that the doctor watched that the scientist scolded that the dog saw that the scientist helped that the girl admired is studying.,7
The scientist that the student chased that the artist called that the boy liked that the boy liked that the scientist chased that the student met that the scientist watched is laughing.,7
The teacher that the doctor scolded is walking.,1
The dog that the girl helped that the scientist admired that the girl helped that the girl watched that the dog liked that the scientist admired jumps high.,6
The dog that the cat called that the scientist called that the boy liked that the artist helped that the cat liked that the teacher liked that the dog chased that the student called is studying.,8
The boy that the cat met runs fast.,1
The dog that the boy helped that the scientist chased that the cat called that the student met that the doctor met that the student chased is walking.,6
The artist that the doctor called that the boy watched is walking.,2
The doctor that the scientist liked that the artist scolded that the scientist called that the cat admired that the student admired that the artist liked that the boy watched that the boy admired is barking.,8
The dog that the dog watched that the student admired is walking.,2
The student that the girl helped that the boy saw that the boy helped that the doctor called that the scientist helped that the dog chased that the teacher liked runs fast.,7
The artist that the scientist chased is barking.,1
The student is laughing.,0
The artist that the girl met that the artist called jumps high.,2
The scientist that the student liked that the boy saw that the girl watched that the teacher called jumps high.,4
The scientist that the student admired that the dog met that the girl liked that the artist chased that the artist met that the teacher chased that the doctor helped jumps high.,7
The player that the dog saw that the student scolded that the doctor followed is sleeping.,3
The artist that the dog met is barking.,1
The artist that the student saw that the artist liked is walking.,2
The student that the artist watched that the student liked that the artist followed that the boy liked that the dog helped that the student saw that the teacher saw that the dog scolded jumps high.,8
The player that the student met that the artist followed that the student saw that the student liked is studying.,4
The cat that the dog followed that the scientist chased that the cat admired that the teacher saw that the boy helped that the cat called that the girl called that the cat scolded is walking.,8
The doctor that the dog saw that the boy called that the scientist met jumps high.,3
The artist that the scientist watched that the teacher met that the girl called that the dog liked is laughing.,4
The teacher that the scientist watched runs fast.,1
The artist that the artist scolded that the doctor called that the teacher watched that the girl followed that the artist called that the girl met that the scientist liked is barking.,7
The dog that the teacher liked that the student chased that the girl called that the scientist chased that the doctor admired is sleeping.,5
The girl that the artist chased that the student followed that the artist followed that the cat admired that the girl scolded that the teacher chased that the teacher helped is barking.,7
The girl that the cat helped that the doctor watched that the scientist met that the boy met that the doctor saw that the teacher chased is walking.,6
The doctor that the student helped that the girl chased that the teacher admired that the girl liked that the cat admired that the artist saw that the artist chased jumps high.,7
The student that the boy scolded is studying.,1
The cat that the girl called that the student followed that the dog admired that the girl followed is laughing.,4
The artist that the doctor scolded that the teacher chased that the cat met that the dog met is barking.,4
The girl that the artist liked is walking.,1
The doctor that the boy chased that the boy liked that the doctor saw that the cat chased that the boy helped is barking.,5
The dog that the teacher saw that the cat met that the girl liked is studying.,3
The cat that the cat followed is barking.,1
The student that the cat called that the artist helped that the scientist saw that the student saw that the student helped that the student met that the girl followed that the scientist called runs fast.,8
The student is studying.,0
The artist that the scientist watched that the teacher saw that the teacher watched that the scientist helped is barking.,4
The dog that the artist watched that the teacher chased that the boy watched that the artist met that the scientist admired that the girl admired that the teacher met is studying.,7
The scientist that the doctor called that the dog admired that the teacher saw that the doctor chased runs fast.,4
The dog that the cat watched that the cat saw that the student chased that the girl liked that the doctor watched that the teacher called that the teacher admired that the cat met is studying.,8
The scientist that the dog followed that the boy called is laughing.,2
The scientist that the scientist called runs fast.,1
The cat that the boy liked that the boy called that the artist chased that the artist liked that the scientist scolded that the boy admired is barking.,6
The girl that the cat watched that the artist chased that the girl called that the student liked that the student admired that the cat chased that the scientist saw is studying.,7
The scientist that the dog admired that the scientist admired is reading.,2
The girl that the girl helped that the boy scolded is walking.,2
The student that the artist chased that the artist called that the cat watched that the student admired that the doctor met is laughing.,5
The dog that the artist liked that the artist saw that the student scolded that the boy saw that the scientist liked that the student watched that the boy chased that the teacher called is laughing.,8
The dog that the artist watched is barking.,1
The teacher that the dog chased that the teacher liked that the scientist watched that the artist called that the student met that the girl called is studying.,6
The player that the student helped runs fast.,1
The student that the girl chased that the artist met that the dog admired jumps high.,3
The girl that the teacher called that the student saw that the scientist chased that the artist met is barking.,4
